dataflow_id,agency_id,original_name,friendly_name
DSD_HEALTH_MORTALITY@DF_MORTALITY,OECD.ELS.HD,Mortality by week,weekly_mortality
DSD_HEALTH_MORTALITY@DF_MORTALITY_COVID,OECD.ELS.HD,COVID-19 mortality by week,covid_weekly_mortality
DSD_HEALTH_MORTALITY@DF_MORTALITY_EXCESS,OECD.ELS.HD,Excess mortality by week,excess_weekly_mortality
DSD_HEALTH_PROC@DF_AGGR,OECD.ELS.HD,Hospital aggregates,hospital_aggregates
DSD_HEALTH_PROC@DF_CONSULT,OECD.ELS.HD,Consultations,medical_consultations
DSD_HEALTH_PROC@DF_DIAG_EXAM,OECD.ELS.HD,Diagnostic exams,diagnostic_exams
DSD_HEALTH_PROC@DF_HOSP_AV_LENGTH,OECD.ELS.HD,Hospital average length of stay by diagnostic categories,hospital_stay_length
DSD_HEALTH_PROC@DF_HOSP_DISCHARGE,OECD.ELS.HD,Hospital discharges by diagnostic categories,hospital_discharges
DSD_HEALTH_PROC@DF_IMMUN,OECD.ELS.HD,Immunisations,immunisations
DSD_HEALTH_PROC@DF_KEY_INDIC,OECD.ELS.HD,Healthcare utilisation,healthcare_utilisation
DSD_HEALTH_PROC@DF_SCREEN,OECD.ELS.HD,Screening,health_screening
DSD_HEALTH_PROC@DF_SURG_PROC,OECD.ELS.HD,Surgical procedures,surgical_procedures
DSD_HEALTH_PROC@DF_WAITING,OECD.ELS.HD,Waiting times,healthcare_waiting_times
DSD_HEALTH_PROT@DF_HEALTH_PROT,OECD.ELS.HD,Healthcare coverage,healthcare_coverage
DSD_HEALTH_REAC_EMP@DF_CARE,OECD.ELS.HD,Caring personnel (personal care workers),personal_care_workers
DSD_HEALTH_REAC_EMP@DF_DNST,OECD.ELS.HD,Dentists,dentists
DSD_HEALTH_REAC_EMP@DF_GRAD,OECD.ELS.HD,Graduates,healthcare_graduates
DSD_HEALTH_REAC_EMP@DF_HOSP_EMP,OECD.ELS.HD,Hospital employment,hospital_employment
DSD_HEALTH_REAC_EMP@DF_MIDWIFE,OECD.ELS.HD,Midwives,midwives
DSD_HEALTH_REAC_EMP@DF_NURSE,OECD.ELS.HD,Nurses,nurses
DSD_HEALTH_REAC_EMP@DF_NURS_AGE_SEX,OECD.ELS.HD,Nurses by age and sex,nurses_age_sex
DSD_HEALTH_REAC_EMP@DF_PHST,OECD.ELS.HD,Pharmacists,pharmacists
DSD_HEALTH_REAC_EMP@DF_PSIO,OECD.ELS.HD,Physiotherapists,physiotherapists
DSD_HEALTH_REAC_EMP@DF_REMUN,OECD.ELS.HD,Remuneration,health_worker_remuneration
DSD_HEALTH_REAC_HOSP@DF_BEDS_FUNC,OECD.ELS.HD,Hospital beds by function of healthcare,hospital_beds_by_function
DSD_HEALTH_REAC_HOSP@DF_BEDS_ICU,OECD.ELS.HD,Intensive care unit (ICU) beds and use,icu_beds_utilization
DSD_HEALTH_REAC_HOSP@DF_BEDS_SECT,OECD.ELS.HD,Hospital beds by sector,hospital_beds_by_sector
DSD_HEALTH_REAC_HOSP@DF_HOSP,OECD.ELS.HD,Hospitals,hospitals
DSD_HEALTH_REAC_HOSP@DF_HOSP_REAC,OECD.ELS.HD,Healthcare provider resources,healthcare_provider_resources
DSD_HEALTH_REAC_HOSP@DF_MED_TECH,OECD.ELS.HD,Medical technology availability,medical_technology_availability
DSD_HEALTH_STAT@DF_AM,OECD.ELS.HD,Avoidable mortality,avoidable_mortality
DSD_HEALTH_STAT@DF_AWDI,OECD.ELS.HD,Sickness absences from work,sickness_work_absences
DSD_HEALTH_STAT@DF_C,OECD.ELS.HD,Cancer,cancer
DSD_HEALTH_STAT@DF_CD,OECD.ELS.HD,Communicable diseases,communicable_diseases
DSD_HEALTH_STAT@DF_COM,OECD.ELS.HD,Causes of mortality,mortality_causes
DSD_HEALTH_STAT@DF_HEALTH_STATUS,OECD.ELS.HD,Health status,health_status
DSD_HEALTH_STAT@DF_I,OECD.ELS.HD,Injuries,injuries
DSD_HEALTH_STAT@DF_IH_LB,OECD.ELS.HD,Infant health: low birthweight,infant_low_birthweight
DSD_HEALTH_STAT@DF_LE,OECD.ELS.HD,Life expectancy,life_expectancy
DSD_HEALTH_STAT@DF_MIM,OECD.ELS.HD,Maternal and infant mortality,maternal_infant_mortality
DSD_HEALTH_STAT@DF_PHS,OECD.ELS.HD,Perceived health status,perceived_health_status
DSD_HEALTH_STAT@DF_PHS_SES,OECD.ELS.HD,Perceived health status by socio-economic status,perceived_health_socioeconomic
DSD_HEALTH_STAT@DF_PYLL,OECD.ELS.HD,Potential years of life lost,potential_years_life_lost
DSD_HEALTH_WFMI@DF_HEALTH_WFMI,OECD.ELS.HD,Health workforce migration,health_workforce_migration
DSD_HSCS2023@DF_HSCS2023,OECD.ELS.HD,Health System Characteristics Survey - 2023 Round,health_system_characteristics_2023
DSD_HSCS@DF_HSCS,OECD.ELS.HD,"Health System Characteristics Survey 2012, 2016 and 2018(LAC) Rounds",health_system_characteristics_survey
DSD_SHA@DF_SHA,OECD.ELS.HD,Health expenditure and financing,health_expenditure_financing
DSD_SHA@DF_SHA_FP,OECD.ELS.HD,Input costs for healthcare providers,healthcare_provider_input_costs
DSD_SHA@DF_SHA_FS,OECD.ELS.HD,Revenues of healthcare financing schemes,healthcare_financing_scheme_revenues
DSD_SHA@DF_SHA_HK,OECD.ELS.HD,Gross fixed capital formation in the healthcare system,healthcare_capital_formation
HEALTH_PHMC@DF_GEN_MRKT,OECD.ELS.HD,Generic market,generic_drug_market
HEALTH_PHMC@DF_KEY_INDIC,OECD.ELS.HD,Pharmaceutical market,pharmaceutical_market
HEALTH_PHMC@DF_PHMC_CONSUM,OECD.ELS.HD,Pharmaceutical consumption,pharmaceutical_consumption
HEALTH_PHMC@DF_PHMC_SALES,OECD.ELS.HD,Pharmaceutical sales,pharmaceutical_sales
DSD_MIG@DF_MIG,OECD.ELS.IMD,International migration database,international_migration
DSD_MIG@DF_MIG_EMP_EDU,OECD.ELS.IMD,Labour market outcomes of immigrants - Employment rates by educational attainment,immigrant_employment_by_education
DSD_MIG@DF_MIG_NUP_SEX,OECD.ELS.IMD,"Labour market outcomes of immigrants - Employment, unemployment, and participation rates by sex",immigrant_labour_outcomes_by_sex
DSD_MIG_F@DF_MIG_POPF,OECD.ELS.IMD,International migration database - stocks of foreign-born population,foreign_born_population_stocks
DSD_MIG_INT@DF_MIG_INT,OECD.ELS.IMD,Harmonised flows - internal database,harmonised_migration_flows
DSD_MIG_INT@DF_MIG_INT_PER,OECD.ELS.IMD,Standardised inflows of permanent-type migrants,permanent_migration_inflows
DSD_MIG_INT@DF_MIG_INT_TEMP,OECD.ELS.IMD,Standardised inflows of temporary migrants,temporary_migration_inflows
DSD_EPL@DF_EPL,OECD.ELS.JAI,Strictness of employment protection,employment_protection_strictness
DSD_LMP@DF_LMP,OECD.ELS.JAI,Labour Market Programmes,labour_market_programmes
DSD_TAXBEN_HGRR@DF_HGRR,OECD.ELS.JAI,Historical gross replacement rates of unemployment benefits,unemployment_benefit_replacement_rates
DSD_TAXBEN_HOURSPOV@DF_HOURSPOV,OECD.ELS.JAI,Hours of work needed to escape poverty,work_hours_to_escape_poverty
DSD_TAXBEN_IA@DF_IA,OECD.ELS.JAI,Adequacy of minimum income benefits,minimum_income_benefit_adequacy
DSD_TAXBEN_IMW@DF_IMW,OECD.ELS.JAI,Annual net and gross earnings of minimum wage earners,minimum_wage_earnings
DSD_TAXBEN_METR@DF_METR,OECD.ELS.JAI,Effective tax rates on additional working hours,marginal_tax_rates
DSD_TAXBEN_NCC@DF_NCC,OECD.ELS.JAI,Net childcare cost for parents using centre-based childcare,net_childcare_costs
DSD_TAXBEN_NRR@DF_NRR,OECD.ELS.JAI,Net replacement rates in unemployment,net_replacement_rates_unemployment
DSD_TAXBEN_PTR@DF_PTRCCSA,OECD.ELS.JAI,Effective tax rates on taking up work when claiming minimum income and using childcare services,tax_rates_work_childcare_minimum_income
DSD_TAXBEN_PTR@DF_PTRCCUB,OECD.ELS.JAI,Effective tax rates on taking up work when claiming unemployment benefits and using childcare services,tax_rates_work_childcare_unemployment
DSD_TAXBEN_PTR@DF_PTRSA,OECD.ELS.JAI,Effective tax rates on taking up work when claiming minimum income benefits,tax_rates_work_minimum_income
DSD_TAXBEN_PTR@DF_PTRUB,OECD.ELS.JAI,Effective tax rate on taking up work when claiming unemployment benefits,tax_rates_work_unemployment
DSD_TAXBEN_SBE@DF_SBE,OECD.ELS.JAI,Strictness of activation requirements for benefit recipients,activation_requirements_strictness
DSD_DUR@DF_AVD_DUR,OECD.ELS.SAE,Average duration of unemployment,unemployment_average_duration
DSD_DUR@DF_DUR_D,OECD.ELS.SAE,Unemployment by duration,unemployment_by_duration
DSD_DUR@DF_DUR_I,OECD.ELS.SAE,Incidence of unemployment by duration,unemployment_incidence_by_duration
DSD_EARNINGS@AGE_WAGE_GAP,OECD.ELS.SAE,Wage gap by age,wage_gap_by_age
DSD_EARNINGS@AV_AN_WAGE,OECD.ELS.SAE,Average annual wages,average_annual_wages
DSD_EARNINGS@DATASET,OECD.ELS.SAE,Full earnings dataset,earnings_full
DSD_EARNINGS@DEC_I,OECD.ELS.SAE,Decile ratios of gross earnings,earnings_decile_ratios
DSD_EARNINGS@GENDER_WAGE_GAP,OECD.ELS.SAE,Gender wage gap,gender_wage_gap
DSD_EARNINGS@MIN2AVE,OECD.ELS.SAE,Minimum relative to average wages of full-time workers,minimum_to_average_wages
DSD_EARNINGS@MW_CURP,OECD.ELS.SAE,Minimum wages at current prices in national currency units (NCU),minimum_wages_current
DSD_EARNINGS@PAY_INCIDENCE,OECD.ELS.SAE,Incidence of low and high pay,low_high_pay_incidence
DSD_EARNINGS@RMW,OECD.ELS.SAE,Real minimum wages at constant prices,real_minimum_wages
DSD_FTPT@DF_FTPT,OECD.ELS.SAE,Full-time and part-time employment,full_part_time_employment
DSD_FTPT@DF_FTPT_COMMON,OECD.ELS.SAE,Full-time and part-time employment based on OECD-harmonized definition,full_part_time_employment_harmonized
DSD_FTPT@DF_FTPT_COMMON_INC,OECD.ELS.SAE,Incidence of full-time and part-time employment based on OECD-harmonized definition,fulltime_parttime_incidence
DSD_FTPT@DF_FTPT_INC_GEN,OECD.ELS.SAE,Gender share of part-time employment,parttime_gender_share
DSD_FTPT@DF_FTPT_NATIONAL,OECD.ELS.SAE,Full-time and part-time employment based on national definition,fulltime_parttime_national
DSD_FTPT@DF_FTPT_NATIONAL_INC,OECD.ELS.SAE,Incidence of full-time and part-time employment based on national definitions,fulltime_parttime_incidence_national
DSD_HW@DF_AVG_ANN_HRS_WKD,OECD.ELS.SAE,Average annual hours actually worked per worker,annual_hours_worked
DSD_HW@DF_AVG_USL_WK_WKD,OECD.ELS.SAE,Average usual weekly hours worked on the main job,weekly_hours_main_job
DSD_HW@DF_EMP_LNG_USL_WK_HRS,OECD.ELS.SAE,Incidence of employment by long usual weekly hours worked,long_hours_employment_incidence
DSD_HW@DF_EMP_USL_WK_HRS,OECD.ELS.SAE,Incidence of employment by usual weekly hours worked,employment_by_weekly_hours
DSD_HW@DF_LNG_WK_HRS,OECD.ELS.SAE,Long usual weekly working hours,long_weekly_hours
DSD_HW@DF_USL_WK_HRS,OECD.ELS.SAE,Usual hours worked by weekly hour bands,hours_by_weekly_bands
DSD_INVPT_EMP@DF_INVPT_D,OECD.ELS.SAE,Involuntary part time employment,involuntary_part_time_employment
DSD_INVPT_EMP@DF_INVPT_I,OECD.ELS.SAE,Incidence of involuntary part time employment,involuntary_part_time_incidence
DSD_LFS@DF_LFS,OECD.ELS.SAE,Employment and unemployment by five-year age group and sex - levels,employment_unemployment_by_age_sex
DSD_LFS@DF_LFS_COMP,OECD.ELS.SAE,Employment and unemployment by five-year age group and sex - composition,employment_unemployment_composition
DSD_LFS@DF_LFS_INDIC,OECD.ELS.SAE,Employment and unemployment by five-year age group and sex - indicators,employment_unemployment_indicators
DSD_POPULATION@DF_POP_ALL,OECD.ELS.SAE,Population data,population
DSD_POPULATION@DF_POP_HIST,OECD.ELS.SAE,Historical population data,population_historical
DSD_POPULATION@DF_POP_PROJ,OECD.ELS.SAE,Population projections,population_projections
DSD_TEMP@DF_TEMP_D,OECD.ELS.SAE,Employment by permanency of the job,temporary_employment
DSD_TEMP@DF_TEMP_I,OECD.ELS.SAE,Employment by permanency of the job - Incidence,temporary_employment_incidence
DSD_TEMP@DF_TEMP_I_GEN,OECD.ELS.SAE,Share of women in temporary employment by permanency of the job,dsd_temp@temp_i_gen
DSD_TENURE@DF_TENURE_AVE,OECD.ELS.SAE,Employment by job tenure intervals - average job tenure,dsd_tenure@tenure_ave
DSD_TENURE@DF_TENURE_DIS,OECD.ELS.SAE,Employment by job tenure intervals - persons,dsd_tenure@tenure_dis
DSD_TENURE@DF_TENURE_FREQ,OECD.ELS.SAE,Employment by job tenure intervals - frequency,dsd_tenure@tenure_freq
DSD_TUD_CBC@DF_CBC,OECD.ELS.SAE,Collective bargaining coverage,dsd_tud_cbc@cbc
DSD_TUD_CBC@DF_TUD,OECD.ELS.SAE,Trade union density,dsd_tud_cbc@tud
DSD_PAG@DF_DEC,OECD.ELS.SPD,Demographic and economic context,dsd_pag@dec
DSD_PAG@DF_DPS,OECD.ELS.SPD,Design of pension systems,dsd_pag@dps
DSD_PAG@DF_IPOP,OECD.ELS.SPD,Income and poverty of older people,dsd_pag@ipop
DSD_PAG@DF_PAG,OECD.ELS.SPD,Pensions at a glance,dsd_pag@pag
DSD_PAG@DF_PRR,OECD.ELS.SPD,Pension replacement rates,pension_replacement_rates
DSD_PAG@DF_PW,OECD.ELS.SPD,Pension wealth,pension_wealth
DSD_SOCX_AGG@DF_NET_GDP,OECD.ELS.SPD,Net total social expenditure in % GDP,net_social_expenditure_gdp
DSD_SOCX_AGG@DF_PUB_DIS_SIC,OECD.ELS.SPD,Public expenditure on disability and sickness cash benefits in % GDP,public_disability_sickness_gdp
DSD_SOCX_AGG@DF_PUB_FAM,OECD.ELS.SPD,Public expenditure on family by type of expenditure (cash and in kind) in % GDP,public_family_expenditure_gdp
DSD_SOCX_AGG@DF_PUB_OLD,OECD.ELS.SPD,Public expenditure on old-age and survivors cash benefits in % GDP,public_old_age_survivors_gdp
DSD_SOCX_AGG@DF_PUB_PRV,OECD.ELS.SPD,Public and private social expenditure,public_private_social_expenditure
DSD_SOCX_AGG@DF_SOCX_AGG,OECD.ELS.SPD,Social expenditure aggregates,social_expenditure_aggregates
DSD_GHG_PLC@DF_GHG_PLC,OECD.ENV.EEI,Greenhouse gas emissions from Plastic Lifecycle from 2015 to 2019,ghg_emissions_plastic_lifecycle
DSD_GHG_PLC_P@DF_GHG_PLC_P,OECD.ENV.EEI,Projections of Greenhouse Gas Emissions from Plastic Lifecycle,ghg_emissions_plastic_projections
DSD_PL@DF_PL,OECD.ENV.EEI,Plastic Leakage - Estimations from 1990 to 2019,plastic_leakage
DSD_PL_2019@DF_PL_2019,OECD.ENV.EEI,Plastic Leakage in 2019,plastic_leakage_2019
DSD_PL_P@DF_PL_P,OECD.ENV.EEI,Projections of Plastic Leakage,plastic_leakage_projections
DSD_PU@DF_PU,OECD.ENV.EEI,Plastics Use  - Estimations from 1990 to 2019,plastics_use
DSD_PU_2019@DF_PU_2019,OECD.ENV.EEI,Plastics Use in 2019,plastics_use_2019
DSD_PU_P@DF_PU_P,OECD.ENV.EEI,Projections of Plastics Use,plastics_use_projections
DSD_PW@DF_PW,OECD.ENV.EEI,Plastic Waste  - Estimations from 1990 to 2019,plastic_waste
DSD_PW_2019@DF_PW_2019,OECD.ENV.EEI,Plastic Waste in 2019,plastic_waste_2019
DSD_PW_P@DF_PW_P,OECD.ENV.EEI,Projections of Plastic Waste,plastic_waste_projections
DSD_AIR_EMISSIONS@DF_AIR_EMISSIONS,OECD.ENV.EPI,Air emissions - Air pollutants Inventories,air_emissions
DSD_AIR_GHG@DF_AIR_GHG,OECD.ENV.EPI,Air emissions - Greenhouse gas emissions Inventories,air_ghg_emissions
DSD_AIR_POL@DF_AIR_POLL,OECD.ENV.EPI,Exposure to air pollution,air_pollution_exposure
DSD_CAPMF@DF_CAPMF,OECD.ENV.EPI,Climate actions and policies measurement framework,climate_policy_framework
DSD_EAMFP@DF_EAMFP,OECD.ENV.EPI,Environmentally adjusted multifactor productivity,environmental_multifactor_productivity
DSD_ECH@COAS_FLOOD,OECD.ENV.EPI,Exposure to coastal flooding,coastal_flood_exposure
DSD_ECH@EXT_DROUGHT,OECD.ENV.EPI,Exposure to drought,drought_exposure
DSD_ECH@EXT_PREC,OECD.ENV.EPI,Exposure to extreme precipitation,extreme_precipitation_exposure
DSD_ECH@EXT_TEMP,OECD.ENV.EPI,Exposure to extreme temperature,extreme_temperature_exposure
DSD_ECH@FIRE_THREAT,OECD.ENV.EPI,Exposure to wildfire,wildfire_exposure
DSD_ECH@RIV_FLOOD,OECD.ENV.EPI,Exposure to river flooding,river_flood_exposure
DSD_ECH@WIND_THREAT,OECD.ENV.EPI,Exposure to wind threats,wind_threat_exposure
DSD_EPEA@DF_EPEA,OECD.ENV.EPI,Environmental Protection Expenditure Accounts,environmental_protection_expenditure
DSD_ERTR@DF_ERTR,OECD.ENV.EPI,Environmentally related tax revenue,environmental_tax_revenue
DSD_ERTR@DF_ERTR_ACC,OECD.ENV.EPI,Environmentally related tax revenue accounts,environmental_tax_revenue_accounts
DSD_EWASTE@DF_EWASTE,OECD.ENV.EPI,Waste - Electrical and electronic equipment (e-waste or WEEE),electronic_waste
DSD_EXP_MORSC@DF_EXP_MORSC,OECD.ENV.EPI,"Mortality, morbidity and welfare cost from exposure to environment-related risks",environmental_health_costs
DSD_FOREST@DF_FOREST,OECD.ENV.EPI,Intensity of use of forest resources,forest_use_intensity
DSD_GG@DF_GREEN_GROWTH,OECD.ENV.EPI,Green Growth,green_growth
DSD_GREEN_TRANSITION@DF_GREEN_TRANSITION,OECD.ENV.EPI,Green transition,green_transition
DSD_HAZW@DF_HAZW,OECD.ENV.EPI,Waste - Hazardous waste: generation and movements,hazardous_waste
DSD_IPAC@DF_IPAC,OECD.ENV.EPI,IPAC Dashboard indicators,ipac_dashboard
DSD_LAND@DF_LAND_COVER,OECD.ENV.EPI,Land cover and land cover change,land_cover
DSD_LAND_USE@DF_LAND_USE,OECD.ENV.EPI,Land use,land_use
DSD_LAND_USE_HID@DF_LAND_USE_HID,OECD.ENV.EPI,Land use hidden,land_use_hidden
DSD_MATERIAL_RESOURCES@DF_MATERIAL_RESOURCES,OECD.ENV.EPI,Material flow accounts,material_flow_accounts
DSD_MUNW@DF_MUNW,OECD.ENV.EPI,Waste - Municipal waste: generation and treatment,municipal_waste
DSD_PA@DF_PROT_AREA,OECD.ENV.EPI,Protected areas,protected_areas
DSD_PAT_COL@DF_PAT_COL,OECD.ENV.EPI,Patents - international bilateral collaboration in technology development,patents_bilateral_collaboration
DSD_PAT_COL_RATES@DF_PAT_COL_RATES,OECD.ENV.EPI,Patents - international collaboration in technology development,patents_international_collaboration
DSD_PAT_DEV@DF_PAT_DEV,OECD.ENV.EPI,Patents - technology development,patents_technology_development
DSD_PAT_DIFF@DF_PAT_DIFF,OECD.ENV.EPI,Patents - technology diffusion,patent_technology_diffusion
DSD_PAT_IND@DF_PAT_IND,OECD.ENV.EPI,Patents - indicators,patent_indicators
DSD_SOE@DF_SOE,OECD.ENV.EPI,Sustainable Ocean Economy,sustainable_ocean_economy
DSD_WATER_ABSTRACT@DF_WATER_ABSTRACT,OECD.ENV.EPI,Freshwater - abstractions,freshwater_abstractions
DSD_WATER_ASSET_ACCOUNTS@DF_WATER_ASSET_ACCOUNTS,OECD.ENV.EPI,Water accounts - assets,water_asset_accounts
DSD_WATER_BALANCE@DF_WATER_BALANCE,OECD.ENV.EPI,Freshwater - balance table,freshwater_balance_table
DSD_WATER_DISCHARGE@DF_WATER_DISCHARGE,OECD.ENV.EPI,Wastewater - generation and discharge,wastewater_generation_discharge
DSD_WATER_PSUT@DF_WATER_PSUT,OECD.ENV.EPI,Water accounts - supply and use,water_supply_use_accounts
DSD_WATER_RESOURCES@DF_WATER_RESOURCES,OECD.ENV.EPI,Freshwater - resources,freshwater_resources
DSD_WATER_TREAT@DF_WATER_TREAT,OECD.ENV.EPI,Wastewater - connection rates to treatment,wastewater_treatment_connection
DSD_WATER_USE@DF_WATER_USE,OECD.ENV.EPI,Freshwater - use,freshwater_use
DSD_WILD_LIFE@DF_WILD_LIFE,OECD.ENV.EPI,Threatened species,threatened_species
DSD_WSECTOR@DF_WSECTOR,OECD.ENV.EPI,"Waste - Waste by sector: generation, recovery and recycling",waste_by_sector
DSD_WSTREAMS@DF_WSTREAMS,OECD.ENV.EPI,"Waste - Selected waste streams: generation, recovery and recycling",waste_streams
DSD_GOV@DF_GOV_2023,OECD.GOV.GIP,"Main indicators, Government at a glance indicators, 2023 edition",government_at_glance_2023
DSD_GOV@DF_GOV_2025,OECD.GOV.GIP,"Main indicators, government at a glance indicators, 2025 edition",government_at_glance_2025
DSD_GOV@DF_GOV_BP_2023,OECD.GOV.GIP,"Green and Gender budgeting indexes - Government at a glance indicators, 2023 edition",green_gender_budgeting_2023
DSD_GOV@DF_GOV_DGOGD_2025,OECD.GOV.GIP,"Digital government and open government data indexes - Government at a glance indicators, 2025 edition",digital_open_government_2025
DSD_GOV@DF_GOV_EMPPS_REP_2023,OECD.GOV.GIP,"Public employment and representation - Government at a glance indicators, 2023 edition",public_employment_representation_2023
DSD_GOV@DF_GOV_EMPPS_REP_2025,OECD.GOV.GIP,"Public employment and representation - government at a glance indicators, 2025 edition",public_employment_representation_2025
DSD_GOV@DF_GOV_EMPPS_REP_YU,OECD.GOV.GIP,"Public employment and representation - government at a glance indicators, yearly updates",public_employment_representation
DSD_GOV@DF_GOV_HRM_2025,OECD.GOV.GIP,"Human resource management indexes - government at a glance indicators, 2025 edition",human_resource_management
DSD_GOV@DF_GOV_INFPD_2023,OECD.GOV.GIP,"Infrastructure planning and delivery indexes - Government at a glance indicators, 2023 edition",infrastructure_planning_delivery_2023
DSD_GOV@DF_GOV_INFPD_2025,OECD.GOV.GIP,"Infrastructure planning and delivery indexes - government at a glance indicators, 2025 edition",infrastructure_planning_delivery
DSD_GOV@DF_GOV_PF_2023,OECD.GOV.GIP,"Public finance main indicators - Government at a glance, 2023 edition",public_finance_2023
DSD_GOV@DF_GOV_PF_2025,OECD.GOV.GIP,"Public finance main indicators - government at a glance, 2025 edition",public_finance
DSD_GOV@DF_GOV_PF_YU,OECD.GOV.GIP,"Public finance main indicators - government at a glance, yearly updates",public_finance_yearly
DSD_GOV@DF_GOV_PPROC_2023,OECD.GOV.GIP,"Size of public procurement - Government at a glance indicators, 2023 edition",public_procurement_size_2023
DSD_GOV@DF_GOV_PPROC_2025,OECD.GOV.GIP,"Size of public procurement - government at a glance indicators, 2025 edition",public_procurement_size
DSD_GOV@DF_GOV_PPROC_YU,OECD.GOV.GIP,"Size of public procurement - government at a glance indicators, yearly updates",public_procurement_yearly
DSD_GOV@DF_GOV_YU,OECD.GOV.GIP,"Main indicators, government at a glance indicators, yearly updates",gov_main_indicators_yearly
DSD_GOV_COFOG@DF_GOV_COFOG_2023,OECD.GOV.GIP,"Public finance and procurement by function - Government at a glance indicators, 2023 edition",gov_finance_by_function_2023
DSD_GOV_COFOG@DF_GOV_COFOG_2025,OECD.GOV.GIP,"Public finance and procurement by function - government at a glance indicators, 2025 edition",gov_finance_by_function_2025
DSD_GOV_COFOG@DF_GOV_COFOG_YU,OECD.GOV.GIP,"Public finance by function - government at a glance indicators, yearly updates",gov_finance_by_function_yearly
DSD_GOV_COMPEMP@DF_GOV_COMPEMP_2025,OECD.GOV.GIP,"Central administration employment by age, gender, education and position - government at a glance indicators, 2025 edition",gov_central_admin_employment
DSD_GOV_FIN_INSTR@DF_GOV_FIN_INSTR_2023,OECD.GOV.GIP,"Government debt by financial instrument - Government at a glance indicators, 2023 edition",gov_debt_by_instrument_2023
DSD_GOV_FIN_INSTR@DF_GOV_FIN_INSTR_2025,OECD.GOV.GIP,"Government debt by financial instrument - government at a glance indicators, 2025 edition",gov_debt_by_instrument_2025
DSD_GOV_FIN_INSTR@DF_GOV_FIN_INSTR_YU,OECD.GOV.GIP,"Government debt by financial instrument - government at a glance indicators, yearly updates",gov_debt_by_instrument_yearly
DSD_GOV_INT@DF_GOV_INT_2025,OECD.GOV.GIP,"Perception of public sector integrity - Government at a glance indicators, 2025 edition",gov_integrity_perception
DSD_GOV_INT@DF_GOV_SPS_2025,OECD.GOV.GIP,"Satisfaction with public services - Government at a glance indicators, 2025 edition",gov_public_service_satisfaction
DSD_GOV_INT@DF_GOV_TDG_2025,OECD.GOV.GIP,"Trust, security and dignity - government at a glance indicators, 2025 edition",gov_trust_security_dignity_2025
DSD_GOV_INT@DF_GOV_TDG_SPS_GPC_INT_2025,OECD.GOV.GIP,"Trust, Satisfaction with public services, governance of the policy cycle and integrity, 2025 edition",gov_trust_satisfaction_integrity_2025
DSD_GOV_LEVEL@DF_GOV_LEVEL_2023,OECD.GOV.GIP,"Public finance and procurement by level of government - Government at a glance indicators, 2023 edition",gov_finance_procurement_by_level_2023
DSD_GOV_LEVEL@DF_GOV_LEVEL_2025,OECD.GOV.GIP,"Public finance and procurement by level of government - government at a glance indicators, 2025 edition",gov_finance_procurement_by_level_2025
DSD_GOV_LEVEL@DF_GOV_LEVEL_YU,OECD.GOV.GIP,"Public finance and procurement by level of government - government at a glance indicators, yearly updates",gov_finance_procurement_by_level_yearly
DSD_GOV_REG@DF_GOV_REG_2023,OECD.GOV.GIP,"Stakeholder engagement, RIA, and Ex post evaluation indexes - Government at a glance indicators, 2023 edition",gov_stakeholder_ria_evaluation_2023
DSD_GOV_REG@DF_GOV_REG_2025,OECD.GOV.GIP,"Stakeholder engagement, RIA, and ex post evaluation indexes - government at a glance indicators, 2025 edition",gov_stakeholder_ria_evaluation_2025
DSD_GOV_TDG_SPS_GPC@DF_GOV_GPC_2023,OECD.GOV.GIP,"Governance of the policy cycle - Government at a glance indicators, 2023 edition",gov_policy_cycle_2023
DSD_GOV_TDG_SPS_GPC@DF_GOV_SPS_2023,OECD.GOV.GIP,"Satisfaction with public services - Government at a glance indicators, 2023 edition",gov_public_service_satisfaction_2023
DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_2023,OECD.GOV.GIP,"Trust and democratic governance - Government at a glance indicators, 2023 edition",gov_trust_democratic_2023
DSD_GOV_TDG_SPS_GPC@DF_GOV_TDG_SPS_GPC_2023,OECD.GOV.GIP,"Trust, Satisfaction with public services and governance of the policy cycle, 2023 edition",trust_satisfaction_public_services
DSD_GOV_TRANSACTION@DF_GOV_TRANSACTION_2023,OECD.GOV.GIP,"Public finance by economic transaction - Government at a glance indicators, 2023 edition",public_finance_economic_transaction
DSD_GOV_TRANSACTION@DF_GOV_TRANSACTION_2025,OECD.GOV.GIP,"Public finance by economic transaction - government at a glance indicators, 2025 edition",public_finance_economic_transaction_2025
DSD_GOV_TRANSACTION@DF_GOV_TRANSACTION_YU,OECD.GOV.GIP,"Public finance by economic transaction - government at a glance indicators, yearly updates",public_finance_economic_transaction_yearly
DSD_QDD_GOV_FMR@DF_GOV_FMR,OECD.GOV.GIP,Financial Management and Reporting - 2022,financial_management_reporting
DSD_QDD_GOV_GENBUD@DF_GOV_GENBUD,OECD.GOV.GIP,Gender Budgeting - 2022,gender_budgeting
DSD_QDD_GOV_GREENBUD@DF_GOV_GREENBUD,OECD.GOV.GIP,Green Budgeting - 2022,green_budgeting
DSD_QDD_GOV_INFRA_PH_2@DF_GOV_INFRA_PH_2,OECD.GOV.GIP,Governance of Infrastructure (Phase 2),governance_infrastructure_phase_2
